impa_code,name,description,category,quantity,unit,min_stock,location
0230788,Zorn Broo,«2813 Boma zag Bs ©2812 Banoo © as Bs,General,0,pcs,0,
0230789,Zorn Broo,«2813 Boma zag Bs ©2812 Banoo © as Bs,General,0,pcs,0,
0230803,Zorn Broo,"ores, 319 Zao zona tose Ba © 319 toss Ba «319 Famer aaa tooo as = 312 Zames «Baas stom as",General,0,pcs,0,
0230804,Zorn Broo,"ores, 319 Zao zona tose Ba © 319 toss Ba «319 Famer aaa tooo as = 312 Zames «Baas stom as",General,0,pcs,0,
0230806,cope Size cope Size Diam.,16 13 23:08 21 16 13,General,0,pcs,0,
0230808,Bowes Bien,isis Baie,General,0,pcs,0,
0230811,cope Size cope Size Diam.,32 19 23:08 26 32 19,General,0,pcs,0,
0230814,Zorn Broo,dome zee ata atta © 28 Boao 32 2aoes ata Darton Za Boosts «tz James Fate otto 8 siz «Fate tg «12 Gaon «Fae attos ta,Provisions,0,pcs,0,
0230817,Zorn Broo,dose «32 aoe ati) Zao,General,0,pcs,0,
0230818,Zorn Broo,dose «32 aoe ati) Zao,General,0,pcs,0,
0230821,Zorn Broo,32 Banos «aaa Bato 22 Banos ate 2a,General,0,pcs,0,
0230831,oman Banos aate,"© B12 doors, Za 0",General,0,pcs,0,
0230838,roses,,General,0,pcs,0,
0230852,oman Banos aate,om 813 Fons ae 20 Frome © 813 Boron ae tise a0 © 813 Bowe =e B30 Homo = 813 Bains «ate Buia a0 Zoot Bs Zao «ats uae 20 Zoe 3 Boor as Bs a0 Boots B13 Boog as 20 2813 Boon ans. dias 30 © 813 Baines ans ,General,0,pcs,0,
0230853,oman Banos aate,om 813 Fons ae 20 Frome © 813 Boron ae tise a0 © 813 Bowe =e B30 Homo = 813 Bains «ate Buia a0 Zoot Bs Zao «ats uae 20 Zoe 3 Boor as Bs a0 Boots B13 Boog as 20 2813 Boon ans. dias 30 © 813 Baines ans ,General,0,pcs,0,
0230870,oman Banos aate,wer 13 aang. airy 2820 mse 813 Zonas ais. aire 220,General,0,pcs,0,
0230877,dispense dispense,0.18 kgimin 27 Ipm 1.52 kgimin Continuous Duty,General,0,pcs,0,
0230911,Zorn Broo,«2813 Boma zag Bs ©2812 Banoo © as Bs,General,0,pcs,0,
0230912,Zorn Broo,«2813 Boma zag Bs ©2812 Banoo © as Bs,General,0,pcs,0,
0230913,Zorn Broo,«2813 Boma zag Bs ©2812 Banoo © as Bs,General,0,pcs,0,
0230926,Zorn Broo,"ores, 319 Zao zona tose Ba © 319 toss Ba «319 Famer aaa tooo as = 312 Zames «Baas stom as",General,0,pcs,0,
0230928,Zorn Broo,"ores, 319 Zao zona tose Ba © 319 toss Ba «319 Famer aaa tooo as = 312 Zames «Baas stom as",General,0,pcs,0,
0230947,Zorn Broo,dome zee ata atta © 28 Boao 32 2aoes ata Darton Za Boosts «tz James Fate otto 8 siz «Fate tg «12 Gaon «Fae attos ta,Provisions,0,pcs,0,
0230949,Zorn Broo,dose «32 aoe ati) Zao,General,0,pcs,0,
0230950,Zorn Broo,dose «32 aoe ati) Zao,General,0,pcs,0,
0230951,cove nom. Weetam,Nominal Applicable Manila mm.,Electrical,0,pcs,0,
0230953,Zorn Broo,32 Banos «aaa Bato 22 Banos ate 2a,General,0,pcs,0,
0230983,oman Banos aate,"© B12 doors, Za 0",General,0,pcs,0,
0231005,the like.,25 25 (6x24) [04] 500 [137,General,0,pcs,0,
0231018,Zoaet2 sazist,Zaro18 past?,General,0,pcs,0,
0231021,Type_ Rope Dia Bes toon Went,14-16 17.5 171 1.63 oO,Mooring & Anchoring,0,pcs,0,
0231026,oman Banos aate,om 813 Fons ae 20 Frome © 813 Boron ae tise a0 © 813 Bowe =e B30 Homo = 813 Bains «ate Buia a0 Zoot Bs Zao «ats uae 20 Zoe 3 Boor as Bs a0 Boots B13 Boog as 20 2813 Boon ans. dias 30 © 813 Baines ans ,General,0,pcs,0,
0231027,oman Banos aate,om 813 Fons ae 20 Frome © 813 Boron ae tise a0 © 813 Bowe =e B30 Homo = 813 Bains «ate Buia a0 Zoot Bs Zao «ats uae 20 Zoe 3 Boor as Bs a0 Boots B13 Boog as 20 2813 Boon ans. dias 30 © 813 Baines ans ,General,0,pcs,0,
0231028,Zoaet2 sazist,Zaro18 past?,General,0,pcs,0,
0231030,Zoaet2 sazist,Zaro18 past?,General,0,pcs,0,
0231038,Zoaet2 sazist,siiser Ser 2,General,0,pcs,0,
0231041,oman Banos aate,wer 13 aang. airy 2820 mse 813 Zonas ais. aire 220,General,0,pcs,0,
0231076,the like.,Open Applicable Closed Typ Wire Rope RopeHole Overall Type,Mooring & Anchoring,0,pcs,0,
0231080,Zorn Broo,«2813 Boma zag Bs ©2812 Banoo © as Bs,General,0,pcs,0,
0231081,Zorn Broo,«2813 Boma zag Bs ©2812 Banoo © as Bs,General,0,pcs,0,
0231091,the like.,Open Applicable Closed Typ Wire Rope RopeHole Overall Type,Mooring & Anchoring,0,pcs,0,
0231092,Zorn Broo,"ores, 319 Zao zona tose Ba © 319 toss Ba «319 Famer aaa tooo as = 312 Zames «Baas stom as",General,0,pcs,0,
0231093,Zorn Broo,"ores, 319 Zao zona tose Ba © 319 toss Ba «319 Famer aaa tooo as = 312 Zames «Baas stom as",General,0,pcs,0,
0231101,See Tons,6 6 36 21 9 02 O7 9,General,0,Per Mtr,0,
0231107,Zorn Broo,dome zee ata atta © 28 Boao 32 2aoes ata Darton Za Boosts «tz James Fate otto 8 siz «Fate tg «12 Gaon «Fae attos ta,Provisions,0,pcs,0,
0231112,Zorn Broo,dose «32 aoe ati) Zao,General,0,pcs,0,
0231113,Zorn Broo,dose «32 aoe ati) Zao,General,0,pcs,0,
0231116,Zorn Broo,32 Banos «aaa Bato 22 Banos ate 2a,General,0,pcs,0,
0231123,m Coil,40 26x60 266/200,General,0,pcs,0,
0231128,oman Banos aate,"© B12 doors, Za 0",General,0,pcs,0,
0231131,Tal ope length ‘common tink Paar,Cargo Handling (Chain Length 2 mtrs),General,0,pcs,0,
0231143,Coil,[+ foo 0.5 (Thick) 15.22.2%5.5 26 15,General,0,pcs,0,
0231155,oman Banos aate,om 813 Fons ae 20 Frome © 813 Boron ae tise a0 © 813 Bowe =e B30 Homo = 813 Bains «ate Buia a0 Zoot Bs Zao «ats uae 20 Zoe 3 Boor as Bs a0 Boots B13 Boog as 20 2813 Boon ans. dias 30 © 813 Baines ans ,General,0,pcs,0,
0231156,oman Banos aate,om 813 Fons ae 20 Frome © 813 Boron ae tise a0 © 813 Bowe =e B30 Homo = 813 Bains «ate Buia a0 Zoot Bs Zao «ats uae 20 Zoe 3 Boor as Bs a0 Boots B13 Boog as 20 2813 Boon ans. dias 30 © 813 Baines ans ,General,0,pcs,0,
0231174,oman Banos aate,wer 13 aang. airy 2820 mse 813 Zonas ais. aire 220,General,0,pcs,0,
0231181,Overall,Black 2 240 x 130,General,0,pcs,0,
0231185,Chain Stoppers,200 1.96 8 24 12 35,General,0,pcs,0,
0231203,dstasa,Zizi ast astass zs ascot,General,0,pcs,0,
0231204,dstasa,Zizi ast astass zs ascot,General,0,pcs,0,
0231206,dstasa,Zizi ast astass zs ascot,General,0,pcs,0,
0231207,dstasa,Zizi ast astass zs ascot,General,0,pcs,0,
0231211,asat asteoe —2azr,23-21 231363 23-3 231509 23-27,General,0,pcs,0,
0231223,Section,234179 Section 27,General,0,pcs,0,
0231231,with Latch,ne Overt Ton mm mm Lengthmm (>,General,0,pcs,0,
0231232,—zaar,23-21 231367 23-3 231513. 23-27,General,0,pcs,0,
0231234,—zaar,23-21 231371 23-3 231515 23-27,General,0,pcs,0,
0231236,—zaar,23-21 231373 23-3 231517 23-27,General,0,pcs,0,
0231237,—zaar,23-21 231374 23-3 231521 23-27,General,0,pcs,0,
0231241,—zaar,23-22 231375 23-3 231522 23-27,General,0,pcs,0,
0231242,—zaar,23-22 231376 23-3 231523 23-27,General,0,pcs,0,
0231246,latch closes automatically and will not open unless,"ordering, please specify the safe working load from the examples in the table below. SW. sR Opening Overall Length",General,0,pcs,0,
0231249,astaee —zaar,23-22 231383 23-3 231530 23-27,General,0,pcs,0,
0231251,Swivel Eye Cargo Hooks,"YF HARRAH Drop forged and heat treated from a special bar steel. When ordering, please specify the safe working load required for the use of the cargo hooks. Unit Per Pe",Mooring & Anchoring,0,pcs,0,
0231255,sist aazr,Zot ataer Zs aan,General,0,pcs,0,
0231262,sist aazr,Zizi astaoe zea 2a 23.28,General,0,pcs,0,
0231271,Forged Steel Regular Swivels,Nominal Szemm Working Load weight,Mooring & Anchoring,0,pcs,0,
0231276,Forged Steel Regular Swivels,Nominal Szemm Working Load weight,Mooring & Anchoring,0,pcs,0,
0231278,astaor,Biers ase aatato Zs astssr aan Biers = as ae Zs asiese 2328 ase zs dsisss 2328 gies = ase Datars zs asso 2328,General,0,pcs,0,
0231280,astaor,Biers ase aatato Zs astssr aan Biers = as ae Zs asiese 2328 ase zs dsisss 2328 gies = ase Datars zs asso 2328,General,0,pcs,0,
0231281,SING,ae eats,General,0,pcs,0,
0231282,astaor,Biers ase aatato Zs astssr aan Biers = as ae Zs asiese 2328 ase zs dsisss 2328 gies = ase Datars zs asso 2328,General,0,pcs,0,
0231306,shad caw. mm engin) Crem Ton,44 66 149 54 12.0,General,0,pcs,0,
0231307,gstees,23-2 231432 23-4 231584 23-29,General,0,pcs,0,
0231308,dstas0 zea,32 za gstees 2328,General,0,pcs,0,
0231310,dstase zea,za za deiser 2329,General,0,pcs,0,
0231312,deiser,23-2 231437 23-4 231601 23-30,General,0,pcs,0,
0231314,deiser,23-2 231439 23-4 231603 23-30,General,0,pcs,0,
0231316,shad caw. mm engin) Crem Ton,+ toll ge se hae pel ama,General,0,pcs,0,
0231326,zea goes,23-3 231454 23-4 231612 23-30,General,0,pcs,0,
0231328,zea goes,23-3 231456 23-4 231614 23-30,General,0,pcs,0,
0231351,Buse beat 33 Za asa 2atsad 33 za,Buse beat 33 Za asa 2atsad 33 za,General,0,pcs,0,
0231354,Straight Shackles,Black) mm Nut mm_ mm,Mooring & Anchoring,0,pcs,0,
0231356,Straight Shackles,Black) mm Nut mm_ mm,Mooring & Anchoring,0,pcs,0,
0231358,dstasa,Zizi ast astass zs ascot,General,0,pcs,0,
0231361,Straight Shackles,Black) mm Nut mm_ mm,Mooring & Anchoring,0,pcs,0,
0231363,asat asteoe —2azr,23-3 231509 23-27,General,0,pcs,0,
0231366,Straight Shackles,Black) mm Nut mm_ mm,Mooring & Anchoring,0,pcs,0,
0231367,—zaar,23-3 231513. 23-27,General,0,pcs,0,
0231369,dstasa,Zizi ast astass zs ascot,General,0,pcs,0,
0231371,—zaar,23-3 231515 23-27,General,0,pcs,0,
0231372,—zaar,23-3 231516 23-27,General,0,pcs,0,
0231373,—zaar,23-3 231517 23-27,General,0,pcs,0,
0231374,—zaar,23-3 231521 23-27,General,0,pcs,0,
0231375,—zaar,23-3 231522 23-27,General,0,pcs,0,
0231376,—zaar,23-3 231523 23-27,General,0,pcs,0,
0231383,astaee —zaar,23-3 231530 23-27,General,0,pcs,0,
0231401,sist aazr,Zot ataer Zs aan,General,0,pcs,0,
0231403,sist aazr,Zizi astaoe zea 2a 23.28,General,0,pcs,0,
0231415,astaor,Biers ase aatato Zs astssr aan Biers = as ae Zs asiese 2328 ase zs dsisss 2328 gies = ase Datars zs asso 2328,General,0,pcs,0,
0231422,astaor,Biers ase aatato Zs astssr aan Biers = as ae Zs asiese 2328 ase zs dsisss 2328 gies = ase Datars zs asso 2328,General,0,pcs,0,
0231432,gstees,23-4 231584 23-29,General,0,pcs,0,
0231437,deiser,23-4 231601 23-30,General,0,pcs,0,
0231438,deiser,23-4 231602 23-30,General,0,pcs,0,
0231439,deiser,23-4 231603 23-30,General,0,pcs,0,
0231451,Bow Shackles,o Diam Thread mm (Black) mm reat,Mooring & Anchoring,0,pcs,0,
0231454,zea goes,23-4 231612 23-30,General,0,pcs,0,
0231456,zea goes,23-4 231614 23-30,General,0,pcs,0,
0231475,Buse beat 33 Za asa 2atsad 33 za,Buse beat 33 Za asa 2atsad 33 za,General,0,pcs,0,
0231501,ODE Sling Size Eye Width Load Limit Each,Sheave Wire Shackle __SWL Weight,Mooring & Anchoring,0,pcs,0,
0231504,dstasa,Zizi ast astass zs ascot,General,0,pcs,0,
0231505,dstasa,Zizi ast astass zs ascot,General,0,pcs,0,
0231506,dstasa,Zizi ast astass zs ascot,General,0,pcs,0,
0231509,asat asteoe —2azr,23-27,General,0,pcs,0,
0231513,—zaar,23-27,General,0,pcs,0,
0231515,—zaar,23-27,General,0,pcs,0,
0231516,—zaar,23-27,General,0,pcs,0,
0231517,—zaar,23-27,General,0,pcs,0,
0231521,—zaar,23-27,General,0,pcs,0,
0231522,—zaar,23-27,General,0,pcs,0,
0231523,—zaar,23-27,General,0,pcs,0,
0231530,astaee —zaar,23-27,General,0,pcs,0,
0231537,sist aazr,Zizi astaoe zea 2a 23.28,General,0,pcs,0,
0231567,astaor,Biers ase aatato Zs astssr aan Biers = as ae Zs asiese 2328 ase zs dsisss 2328 gies = ase Datars zs asso 2328,General,0,pcs,0,
0231569,astaor,Biers ase aatato Zs astssr aan Biers = as ae Zs asiese 2328 ase zs dsisss 2328 gies = ase Datars zs asso 2328,General,0,pcs,0,
0231571,astaor,Biers ase aatato Zs astssr aan Biers = as ae Zs asiese 2328 ase zs dsisss 2328 gies = ase Datars zs asso 2328,General,0,pcs,0,
0231572,astaor,Biers ase aatato Zs astssr aan Biers = as ae Zs asiese 2328 ase zs dsisss 2328 gies = ase Datars zs asso 2328,General,0,pcs,0,
0231584,gstees,23-29,General,0,pcs,0,
0231598,Zsisst aster,zs zea zatezo 23.30,General,0,pcs,0,
0231601,deiser,23-30,General,0,pcs,0,
0231602,deiser,23-30,General,0,pcs,0,
0231603,deiser,23-30,General,0,pcs,0,
0231612,zea goes,23-30,General,0,pcs,0,
0231614,zea goes,23-30,General,0,pcs,0,
0231631,single Sheave with Becket was,a 5 Unit Per Pe,Lifting Gear,0,pcs,0,
0231636,diese 333 satay =a,diese 333 satay =a,General,0,pcs,0,
0231642,dees 2320 dates © B33 seta,dees 2320 dates © B33 seta,General,0,pcs,0,
0231644,dees 2320 dates © B33 seta,dees 2320 dates © B33 seta,General,0,pcs,0,
0231645,dees 2320 dates © B33 seta,dees 2320 dates © B33 seta,General,0,pcs,0,
0231653,ston acta,23-30 (231983 23-12 232152 23-43,General,0,pcs,0,
0231660,ston acta,Zaies0 230 ata © Sad,General,0,pcs,0,
0231662,ston acta,Zaies0 230 ata © Sad,General,0,pcs,0,
0231663,ston acta,Zaies0 230 ata © Sad,General,0,pcs,0,
0231664,ston acta,Zaies0 230 ata © Sad,General,0,pcs,0,
0231671,Double Sheaves with Becket,"Wood block, double sheave, with becket, SYMBOL, TYPE, and SHELL HEIGHT",Lifting Gear,0,pcs,0,
0231672,zieri Saag,23-30 232005 23-36 (232188 23-34,General,0,pcs,0,
0231677,zarere,23-30 232012 23-36 232197 23-34,General,0,pcs,0,
0231679,zarere,23-30 232014 23-36 232199 23-34,General,0,pcs,0,
0231706,asst aar,23-31 232030 23-38 232214 23-44,General,0,pcs,0,
0231708,asst aar,asst damon aan desis «deat,General,0,pcs,0,
0231709,asst aar,asst damon aan desis «deat,General,0,pcs,0,
0231710,asst aar,asst damon aan desis «deat,General,0,pcs,0,
0231725,zie asst Saas,23-31 232045 23-37 (232243 23-45,General,0,pcs,0,
0231730,zie asst Saas,zairer asa = daa «SaaS,General,0,pcs,0,
0231741,zie asst Saas,zairer asa = daa «SaaS,General,0,pcs,0,
0231742,zie asst Saas,zairer asa = daa «SaaS,General,0,pcs,0,
0231802,aairas sane,"aarret ast aszorr «= 2.48,",General,0,pcs,0,
0231811,Twistlocks,,General,0,pcs,0,
0231812,Gears,,General,0,pcs,0,
0231813,Gears,Galvanized,General,0,pcs,0,
0231837,diese 333 satay =a,diese 333 satay =a,General,0,pcs,0,
0231854,diese Fete ores,234201 270167,General,0,pcs,0,
0231862,Bast Biane Fores,234203 270817,General,0,pcs,0,
0231875,ier roses,"234209 270885,",General,0,pcs,0,
0231881,loyal,Extension Rods Unit Per,Electrical,0,pcs,0,
0231884,dees 2320 dates © B33 seta,dees 2320 dates © B33 seta,General,0,pcs,0,
0231891,Galvanized,Lashing Chains,General,0,pcs,0,
0231892,dees 2320 dates © B33 seta,dees 2320 dates © B33 seta,General,0,pcs,0,
0231901,Car clasper belt type,working load 400 kg fa,General,0,pcs,0,
0231960,Ziossr Sear,serie S237,General,0,pcs,0,
0231987,ston acta,2atess 2330 «aa. deter «Baas,General,0,pcs,0,
0231989,ston acta,Zaies0 230 ata © Sad,General,0,pcs,0,
0231990,ston acta,Zaies0 230 ata © Sad,General,0,pcs,0,
0231991,ston acta,Zaies0 230 ata © Sad,General,0,pcs,0,
0231992,ston acta,Zaies0 230 ata © Sad,General,0,pcs,0,
0231993,ston acta,Zaies0 230 ata © Sad,General,0,pcs,0,
0231994,ston acta,Zaies0 230 ata © Sad,General,0,pcs,0,
0232005,Sane,a. id el Provera Sep,General,0,pcs,0,
0232011,fifa,"with ladder design, use and maintenance in order to facilitate the rigging of the ladder to the required height.",General,0,pcs,0,
0232012,zarere,23-36 232197 23-34,General,0,pcs,0,
0232014,zarere,23-36 232199 23-34,General,0,pcs,0,
0232030,asst aar,23-38 232214 23-44,General,0,pcs,0,
0232032,asst aar,asst damon aan desis «deat,General,0,pcs,0,
0232033,asst aar,asst damon aan desis «deat,General,0,pcs,0,
0232034,asst aar,asst damon aan desis «deat,General,0,pcs,0,
0232038,neck bot,Repair Wooden Step 525 x 120 28,General,0,pcs,0,
0232044,SICH,Replacement Round Steps for Jacob’s Ladder,General,0,pcs,0,
0232045,zie asst Saas,23-37 (232243 23-45,General,0,pcs,0,
0232050,zie asst Saas,zairer asa = daa «SaaS,General,0,pcs,0,
0232052,Manilla synthetic) rope,Clear space between side Step Size mm x TH:30 mm x :525 mm Distance of center hole f0F 495 mam,Mooring & Anchoring,0,pcs,0,
0232056,asst,23-39 232253 23-45,General,0,pcs,0,
0232091,aairas sane,"aarret ast aszorr «= 2.48,",General,0,pcs,0,
0232093,aaa aszzer,(23-42 232268 23-45,General,0,pcs,0,
0232107,0232107,,General,0,pcs,0,
0232131,Howto order,Width: 25 mm. Width: 50 mm,General,0,pcs,0,
0232137,Howto order,Width: 35mm Width: 75 mm,General,0,pcs,0,
0232138,diese 333 satay =a,diese 333 satay =a,General,0,pcs,0,
0232140,Installation,Bige water MEE,General,0,pcs,0,
0232144,dees 2320 dates © B33 seta,dees 2320 dates © B33 seta,General,0,pcs,0,
0232145,dees 2320 dates © B33 seta,dees 2320 dates © B33 seta,General,0,pcs,0,
0232146,dees 2320 dates © B33 seta,dees 2320 dates © B33 seta,General,0,pcs,0,
0232147,ston acta,23-44,General,0,pcs,0,
0232148,Decontaminated supply air,Fire fighting/fire protection Ref. Nos.,General,0,pcs,0,
0232152,ston acta,23-43,General,0,pcs,0,
0232157,GORE,,General,0,pcs,0,
0232160,Breathing air Lee,,Safety,0,pcs,0,
0232162,ston acta,2atess 2330 «aa. deter «Baas,General,0,pcs,0,
0232165,ston acta,Zaies0 230 ata © Sad,General,0,pcs,0,
0232166,ston acta,Zaies0 230 ata © Sad,General,0,pcs,0,
0232171,ston acta,Zaies0 230 ata © Sad,General,0,pcs,0,
0232172,ston acta,Zaies0 230 ata © Sad,General,0,pcs,0,
0232178,Flammable gases,Flammable gases F 33.4906,General,0,pcs,0,
0232187,mesh.,,General,0,pcs,0,
0232188,Zoaet2 sazist,siiser Ser 2,General,0,pcs,0,
0232197,zarere,23-34,General,0,pcs,0,
0232199,zarere,23-34,General,0,pcs,0,
0232201,wanton,2 1.43 941 180 x,General,0,pcs,0,
0232214,asst aar,23-44,General,0,pcs,0,
0232221,asst aar,asst damon aan desis «deat,General,0,pcs,0,
0232222,asst aar,asst damon aan desis «deat,General,0,pcs,0,
0232223,asst aar,asst damon aan desis «deat,General,0,pcs,0,
0232252,zie asst Saas,zairer asa = daa «SaaS,General,0,pcs,0,
0232253,zie asst Saas,zairer asa = daa «SaaS,General,0,pcs,0,
0232261,with Sal needless Hie mounted,otherwise specified.,General,0,pcs,0,
0232268,aaa aszzer,23-45,General,0,pcs,0,
0232269,Sail Makers Needles,"For canvas repair work. Packed in 12 pes per paper container,",General,0,pcs,0,
0232277,Beewax,"Commercial grade beewax weighing ry about 250 or 500 gram. For waxing = twine or thread used in sewing or oO stitching canvas, leather, etc. 2",Fasteners,0,pcs,0,
0232288,Bee Base ase Beas,23-46 232513 23-51 232757 23-55,General,0,pcs,0,
0232289,Bee Base ase Beas,23-46 232514 23-51 232758 23-55,General,0,pcs,0,
0232301,Bee Base ase Beas,23-46 232515 23-51 232759 23-55,General,0,pcs,0,
0232302,Bee Base ase Beas,23-46 232516 23-52 232760 23-55,General,0,pcs,0,
0232306,Serving Mallets,= _ cove Size mm,General,0,pcs,0,
0232311,Round Mallets,© Made-of @ hardwood’ head and @ handle. Metal bands on both © faces will be attached upon ~ request. os Unit Per Pc.,General,0,pcs,0,
0232313,Round Mallets,© Made-of @ hardwood’ head and @ handle. Metal bands on both © faces will be attached upon ~ request. os Unit Per Pc.,General,0,pcs,0,
0232321,Bee Base ase Beas,Ba = «BA Bar «= BE Bare «= Bas Ben te Bae = a ares © Bas Ban Ba Bas BS Beret «= Be fe dea Bose «= ee «Bas Be dag Boss ee Bares © Bas,General,0,pcs,0,
0232322,Bee Base ase Beas,Ba = «BA Bar «= BE Bare «= Bas Ben te Bae = a ares © Bas Ban Ba Bas BS Beret «= Be fe dea Bose «= ee «Bas Be dag Boss ee Bares © Bas,General,0,pcs,0,
0232323,Bee Base ase Beas,Ba = «BA Bar «= BE Bare «= Bas Ben te Bae = a ares © Bas Ban Ba Bas BS Beret «= Be fe dea Bose «= ee «Bas Be dag Boss ee Bares © Bas,General,0,pcs,0,
0232324,Bee Base ase Beas,Ba = «BA Bar «= BE Bare «= Bas Ben te Bae = a ares © Bas Ban Ba Bas BS Beret «= Be fe dea Bose «= ee «Bas Be dag Boss ee Bares © Bas,General,0,pcs,0,
0232325,Bee Base ase Beas,Ba = «BA Bar «= BE Bare «= Bas Ben te Bae = a ares © Bas Ban Ba Bas BS Beret «= Be fe dea Bose «= ee «Bas Be dag Boss ee Bares © Bas,General,0,pcs,0,
0232331,Steel Marline Spikes,Tapered and sharp pointed iron pin used for opening up a rope when splicing. Has a perforation at the larger end to hold a lanyard.,Mooring & Anchoring,0,pcs,0,
0232333,Bee Base ase Beas,Bar Bas Bar Br Hare «© BSS Bee bas Base © Bat arr = SS Bee Bas Baws «= Bat are «= SS Ber Bas dase «= Bae ame = BSS Ban fas patra Fares «= BSS,General,0,pcs,0,
0232337,Bee Base ase Beas,dass gas Hast eas Bearer ass dese as es © es arm © 388,General,0,pcs,0,
0232351,Hatch Wedges Hard Wood,Made of hard wood. Used to bottom down canvas hatch covers. &,General,0,pcs,0,
0232381,cope Size WireRope Capacity Weight,No. 1 (Small) 16 - 28 mm dia. 19.2kg,Mooring & Anchoring,0,pcs,0,
0232390,Bee Base ase Beas,fees Bar geet Bat a ase Sant Bar Banat ae se,General,0,pcs,0,
0232431,mace),se65 SE6SL sees SE90L,General,0,pcs,0,
0232432,mace),se65 SE6SL sees SE90L,General,0,pcs,0,
0232433,cope,,General,0,pcs,0,
0232436,Zsisst aster,sear Bam = et Han = as,General,0,pcs,0,
0232437,Zsisst aster,sear Bam = et Han = as,General,0,pcs,0,
0232441,Zsisst aster,sear Bam = et Han = as,General,0,pcs,0,
0232442,Zsisst aster,sear Bam = et Han = as,General,0,pcs,0,
0232445,Wood Hand Fids,Roll/ Weight,General,0,pcs,0,
0232481,Cargo Bags/Sling Belts,"Made of polyester, light weight, handy ao) foldable cargo sling bag. Very useful 3 for storage. a g Size: 1x1.2x1.2mtrs a =>",Mooring & Anchoring,0,pcs,0,
0232492,mace),se65 SE6SL sees SE90L,General,0,pcs,0,
0232513,Bee Base ase Beas,23-51 232757 23-55,General,0,pcs,0,
0232514,Sheet Roll Boom Pillow,44 grmisht 50 sht/box,Cabin & Cleaning,0,pcs,0,
0232515,Bee Base ase Beas,23-51 232759 23-55,General,0,pcs,0,
0232516,Bee Base ase Beas,23-52 232760 23-55,General,0,pcs,0,
0232517,Pillow mm mm grmipc grmipc pes/box,Pillow [17 x «380 380 mm mm [170 grmipc grmipc 16 pes/box a,Cabin & Cleaning,0,pcs,0,
0232521,Oil Absorbent Pellets,Types No. 1 and 2 absorb only oil whereas types 3 and 4 absorb oil and water. Pellets are not toxic or harmful to sealife,General,0,pcs,0,
0232522,Oil Absorbent Pellets,Types No. 1 and 2 absorb only oil whereas types 3 and 4 absorb oil and water. Pellets are not toxic or harmful to sealife,General,0,pcs,0,
0232523,Oil Absorbent Pellets,Types No. 1 and 2 absorb only oil whereas types 3 and 4 absorb oil and water. Pellets are not toxic or harmful to sealife,General,0,pcs,0,
0232524,cove,,General,0,pcs,0,
0232528,RUMBA MORO,"Oil can be recovered from the sorbent by squeezing it, or the materials can be burned and used as fuel in approved facilities. cope Un",General,0,pcs,0,
0232529,SorbentSock axa Pc.,"SorbentSock « axa"" «",General,0,Per Pc,0,
0232531,Bee Base ase Beas,Ba = «BA Bar «= BE Bare «= Bas Ben te Bae = a ares © Bas Ban Ba Bas BS Beret «= Be fe dea Bose «= ee «Bas Be dag Boss ee Bares © Bas,General,0,pcs,0,
0232532,Bee Base ase Beas,Ba = «BA Bar «= BE Bare «= Bas Ben te Bae = a ares © Bas Ban Ba Bas BS Beret «= Be fe dea Bose «= ee «Bas Be dag Boss ee Bares © Bas,General,0,pcs,0,
0232537,Sheet Roll,500 x 500 mm 10 kg/box App.100 shtbox,Cabin & Cleaning,0,pcs,0,
0232547,Zrosee,Section 33 332363,General,0,pcs,0,
0232548,Bee Base ase Beas,Bar Bas Bar Br Hare «© BSS Bee bas Base © Bat arr = SS Bee Bas Baws «= Bat are «= SS Ber Bas dase «= Bae ame = BSS Ban fas patra Fares «= BSS,General,0,pcs,0,
0232557,esse disso,234246 Section 31,General,0,pcs,0,
0232559,esse disso,234248 310202,General,0,pcs,0,
0232566,Bee Base ase Beas,dass gas Hast eas Bearer ass dese as es © es arm © 388,General,0,pcs,0,
0232581,Fank Mirrors,Made from stainless steel and highly polished 3 finishing. A useful tool during loading and a3,General,0,pcs,0,
0232621,‘Compressed,rubber tip,General,0,pcs,0,
0232633,Apoya-brazos,3 Seat and back are made of alum. pipe ® and coloured vinyl mesh strip. Folds compactly for storage.,Piping & Valves,0,pcs,0,
0232652,Bee Base ase Beas,fees Bar geet Bat a ase Sant Bar Banat ae se,General,0,pcs,0,
0232655,Zsisst aster,Bane ear Bast eet Jae ass,General,0,pcs,0,
0232656,Zsisst aster,Bane ear Bast eet Jae ass,General,0,pcs,0,
0232657,Zsisst aster,Bane ear Bast eet Jae ass,General,0,pcs,0,
0232659,available for your choice,"1,0002,200 #",General,0,Per Box,0,
0232687,Zrosee,332368,General,0,pcs,0,
0232703,Zsisst aster,sear Bam = et Han = as,General,0,pcs,0,
0232704,Zsisst aster,sear Bam = et Han = as,General,0,pcs,0,
0232705,Zsisst aster,sear Bam = et Han = as,General,0,pcs,0,
0232706,Zsisst aster,sear Bam = et Han = as,General,0,pcs,0,
0232707,Zsisst aster,sear Bam = et Han = as,General,0,pcs,0,
0232714,cove CODES,27,General,0,Per Box,0,
0232757,Bee Base ase Beas,23-55,General,0,pcs,0,
0232758,Bee Base ase Beas,23-55,General,0,pcs,0,
0232759,Bee Base ase Beas,23-55,General,0,pcs,0,
0232760,Bee Base ase Beas,23-55,General,0,pcs,0,
